epg_scores,bb_sizes
0.016361197,30
0.6271778,9655
0.16144326,616
0.0044132727,56
0.18796107,965
0.8354782,12750
0.0040394403,35
0.0067502903,116
0.063068286,1794
0.34908175,2444
0.35851994,4790
0.97180426,31603
0.03053578,117
0.4737216,4794
0.8342234,10752
0.0051943813,54
0.13516423,720
0.7249725,8433
0.22609283,3040
0.8300568,13764
0.40644732,7584
0.80712104,20286
0.0032181323,86
0.044354983,1235
0.028814891,538
0.014336609,315
0.7945835,26841
0.011083445,476
0.97560173,29642
0.010883636,610
0.005645279,798
0.89500433,28467
0.058115195,1074
0.1004788,2401
0.006773226,697
0.51608366,2156
0.885361,8418
0.92427284,31928
0.55709815,999
0.9799308,34144
0.19025558,1936
0.15113543,960
0.26540625,1171
0.29860502,12888
0.4118178,10390
0.29753542,6381
0.002698282,30
0.9945016,36349
0.4740342,5280
0.8185861,25720
0.06502752,1131
0.0037105852,60
0.38295558,5481
0.1161391,1967
0.086370915,2070
0.8886003,30120
0.7600284,7095
0.94740427,22278
0.14249048,546
0.98020977,26280
0.046633698,546
0.4071234,2016
0.08712898,1386
0.011034178,68
0.7564444,15598
0.006747708,79
0.004616924,223
0.05910154,1080
0.26220533,4522
0.10059668,2164
0.583432,18509
0.3108866,4560
0.9960504,40640
0.26685375,684
0.117977194,1169
0.09054581,476
0.04903697,91
0.09292469,276
0.69102204,10756
0.052086793,1953
0.116593204,468
0.034911558,216
0.2079988,4320
0.010138064,100
0.8343457,14916
0.009896039,565
0.020553004,176
0.0072932644,98
0.0027555628,52
0.8768857,32919
0.02496979,1739
0.50591433,13440
0.2671585,12956
0.32016855,8774
0.77123547,26070
0.44052127,10452
0.0067472532,198
0.43214357,13794
0.9759056,48840
0.15367444,1739
0.00371265,60
0.3438449,3060
0.6478022,4240
0.037342418,756
0.041380607,1564
0.9727715,48424
0.014172772,288
0.41630688,9348
0.5071145,5092
0.064934894,498
0.20007013,3697
0.77418864,11530
0.28446433,7182
0.7983742,3776
0.25824857,1015
0.0068248245,475
0.96479505,25752
0.7153846,33456
0.31196478,4284
0.86307806,34230
0.826786,14420
0.6366858,21357
0.9232814,47499
0.79878116,14787
0.35781974,4664
0.769922,12672
0.9548653,41101
0.7233958,33372
0.7500095,20803
0.6551359,1881
0.97983265,22425
0.70629245,3630
0.44306713,1479
0.11206961,847
0.26425907,6636
0.6004728,11088
0.048498366,630
0.25246167,4536
0.89737374,23667
0.58748007,7458
0.002016455,49
0.603433,9515
0.57276887,8475
0.8588694,11722
0.23137419,1080
0.013745703,634
0.49393985,782
0.8340067,16555
0.9894917,48837
0.9592972,34410
0.23507483,9504
0.027562624,742
0.0087703215,260
0.0016247578,48
0.25235212,7280
0.6870344,24191
0.10640308,532
0.18919589,3721
0.5158657,16637
0.059618626,1242
0.905058,24434
0.8325188,16480
0.42015958,2990
0.32303885,3648
0.3268277,3430
0.026922772,264
0.7397762,26690
0.18637489,1093
0.016970998,396
0.83333397,20128
0.5388979,9720
0.3253899,7986
0.46508175,8844
0.0007738173,18
0.0008102682,7
0.014796862,98
0.04039905,249
0.8036549,32218
0.02151899,1887
0.39923418,7750
0.4464594,8097
0.019290388,324
0.9178462,16385
0.8735914,9120
0.116115406,385
0.92180943,31433
0.04554165,2403
0.08723644,2275
0.12519655,2176
0.09502554,5756
0.40626955,7654
0.041309528,160
0.8840937,14602
0.051127728,486
0.007157048,112
0.868438,30551
0.3341081,8722
0.355632,1260
0.030416744,24
0.8654525,11286
0.062204167,624
0.18850309,2440
0.45998916,2453
0.2938794,1680
0.035636567,1476
0.046544064,324
0.005485198,100
0.82603526,9447
0.8365498,27888
0.13596223,2068
0.6972959,15397
0.0011658994,56
0.4843104,1469
0.22834255,1215
0.062091276,561
0.08729775,320
0.017213,105
0.34775954,6215
0.20069441,860
0.46886137,5731
0.18834125,902
0.99468684,49729
0.7522668,17274
0.98780835,49506
0.42516652,5040
0.5827236,12322
0.45783573,1225
0.52278894,1943
0.9461177,32060
0.35255584,11424
0.84519863,17460
0.852746,19360
0.7008044,11655
0.64536697,3840
0.10515379,368
0.6460462,11832
0.9199829,29272
0.13436438,620
0.7074806,4223
0.029335054,110
0.33716333,4193
0.843452,14625
0.43022123,4806
0.07798298,1601
0.9256102,31717
0.0017169603,80
0.003837277,58
0.63809717,10445
0.46280932,3300
0.062135767,476
0.3142607,792
0.5230624,6525
0.6372441,11082
0.32110867,2310
0.04936942,810
0.038567174,544
0.83951503,35640
0.04128136,2024
0.074114844,130
0.9267018,37635
0.001731462,176
0.45961466,8160
0.035550307,396
0.31496066,9086
0.98746777,49506
0.9804083,40809
0.27049118,10285
0.7584724,7124
0.10612164,750
0.056751195,552
0.22306311,4106
0.22593585,3591
0.18400875,5105
0.38249025,7310
0.026728153,1855
0.2822433,5947
0.33735016,8989
0.9786127,45492
0.4943323,4617
0.6909744,1922
0.23005909,1480
0.7302374,19634
0.34970465,6638
0.118453905,2582
0.16580378,5336
0.08890528,2596
0.7097882,4053
0.02714144,440
0.60124403,4968
0.92221767,41924
0.91286886,47722
0.46824542,4692
0.048982453,4824
0.31163052,9317
0.9605995,26091
0.26440197,2530
0.8410388,20776
0.033133063,160
0.62191445,7752
0.96593463,35266
0.98552155,39277
0.65124804,2142
0.16857202,744
0.896493,33594
0.804397,9590
0.8610278,30251
0.9906163,49283
0.98478377,44903
0.0090385275,297
0.70673275,8208
0.833966,11988
0.55233645,3360
0.3544152,2026
0.77699274,27652
0.31236997,3429
0.7261706,12530
0.054190654,735
0.3768046,3933
0.7041197,4380
0.27111116,7554
0.028022295,832
0.09805038,2216
0.9362387,47957
0.06751891,4680
0.79353774,19259
0.06116614,441
0.015263906,531
0.86792094,19367
0.617966,5041
0.06927318,390
0.8554156,31968
0.4770768,2550
0.5972509,12806
0.96176887,42370
0.31742388,8640
0.18227358,2480
0.6825992,13068
0.46122652,1520
0.50330436,17990
0.66382515,13397
0.35234642,1393
0.6088544,2128
0.68466926,2773
0.03886154,476
0.9036486,34744
0.058333416,3482
0.006591388,110
0.048384078,1120
0.96970737,37914
0.8078176,16568
0.6945117,9490
0.7618075,12360
0.99654764,49283
0.7320529,4455
0.390717,1936
0.88546276,4150
0.001348067,32
0.6165233,5738
0.94445264,16584
0.86950874,37617
0.006648615,336
0.050948665,916
0.0016124204,180
0.009570051,236
0.4875257,12263
0.95925504,20286
0.46077046,2440
0.11365843,3722
0.8853784,31847
0.59839267,8398
0.99534494,49729
0.008752933,194
0.70502746,5989
0.0010993673,10
0.009025514,56
0.32842013,504
0.9726007,41070
0.8966883,41032
0.61340153,9248
0.8076502,24041
0.37452516,7388
0.16851771,7456
0.26294315,336
0.26277792,2184
0.56828916,8593
0.39266014,6621
0.00021354153,8
0.0065176445,136
0.08726651,1708
0.47776535,12640
0.23164473,1277
0.0076248576,106
0.9056697,18795
0.2594933,876
0.42198718,4930
0.4486911,2201
0.7151732,6200
0.72265714,26790
0.27437744,7350
0.46141377,4945
0.7588463,11123
0.40907866,7020
0.81253904,39694
0.86607045,29659
0.36679456,10602
0.06986,700
0.542109,2482
0.07953102,900
0.50545985,12240
0.32151815,1584
0.5287783,4824
0.81670475,6290
0.5215267,9792
0.14595172,2664
0.25400925,3283
0.1302984,4191
0.14545132,4312
0.49023026,13029
0.96963465,49060
0.8886434,17346
0.60235935,6177
0.99248165,49060
0.94953024,32808
0.45460364,6552
0.002038728,25
0.69749254,4794
0.5647877,13578
0.2892343,3028
0.25109375,2108
0.40722838,20075
0.028544163,474
0.85812503,21091
0.044825185,286
0.011930987,130
0.006508322,68
0.0066649513,32
0.035294026,323
0.024123045,658
0.27938548,5338
0.114269786,3734
0.028670177,336
0.05133148,646
0.067228116,837
0.29571888,787
0.9318385,39711
0.8593291,12126
0.01744548,630
0.026573379,275
0.3713906,2088
0.08081205,4794
0.046511747,3264
0.908519,34998
0.99361676,49060
0.46983275,6168
0.9369798,25777
0.65453464,8855
0.28785887,7770
0.4684758,7930
0.023201799,448
0.18940361,4536
0.005777924,184
0.3584478,668
0.03624677,90
0.0054333173,15
0.9880316,46620
0.71684736,4779
0.5080384,4470
0.77370745,12602
0.9539245,35026
0.88931835,29729
0.4541418,5664
0.22449471,704
0.95891863,31520
0.97062105,28895
0.1725992,1664
0.90731555,33910
0.24473305,6369
0.1413126,1344
0.15186818,1888
0.011522974,165
0.1496887,1479
0.047049355,336
0.88256735,17427
0.35862553,2256
0.012544734,300
0.14604856,1793
0.99086666,49062
0.37136823,1452
0.9578804,19448
0.8850057,9035
0.18580781,234
0.97664917,45360
0.66095024,6648
0.7636091,15134
0.4169158,3591
0.93636054,40586
0.42825636,3769
0.6950288,29230
0.25138715,2499
0.081673205,609
0.5688618,11087
0.13509922,1596
0.015659159,292
0.016659087,460
0.2794026,3958
0.028487446,396
0.108775094,2024
0.035511155,760
0.2620604,6221
0.44045702,12224
0.04133996,1367
0.82214373,28776
0.14822765,3225
0.9349805,34916
0.29687163,1000
0.9741763,40664
0.8745723,21047
0.0035025706,71
0.35861486,2927
0.046923995,392
0.1480379,2706
0.12422658,3792
0.073470466,1496
0.378458,4446
0.087599196,714
0.6911843,6461
0.011006864,546
0.9722238,47073
0.70047307,6390
0.48090038,8694
0.3998353,12606
0.09865997,3204
0.3645245,4392
0.0028266618,60
0.115220994,2048
0.10436471,741
0.481733,6557
0.7987425,11232
0.27100155,3264
0.8986156,21228
0.7006491,20413
0.9820571,16128
0.018281013,957
0.8496511,26461
0.008665167,756
0.9965263,49283
0.9035958,16434
0.6423936,11524
0.20360109,2650
0.043747276,597
0.9468484,25938
0.004603998,420
0.8348307,27264
0.32598057,1275
0.00026826758,8
0.31328276,1335
0.29697028,3196
0.6675011,11390
0.6295736,14214
0.36640003,6734
0.33216694,1088
0.13659023,3741
0.11741945,3375
0.22912863,3314
0.22528842,4038
0.957498,48614
0.067930825,442
0.08741992,391
0.098193154,77
0.0002380136,3
0.5401151,754
0.027519852,32
0.9372139,29047
0.94504136,23493
0.9208983,27727
0.7519099,18572
0.0066637187,246
0.0014855015,36
0.3771366,8208
0.016475163,228
0.92380583,32280
0.56242365,13237
0.2703923,2457
0.10511648,1172
0.0022909518,96
0.9177833,36876
0.42145985,9743
0.40589753,2371
0.6332772,8640
0.02074445,528
0.33489925,720
0.63060343,10490
0.7656047,8505
0.17147152,4792
0.002375961,112
0.24194355,3664
0.6714093,22260
0.6248016,5040
0.048096925,336
0.017349033,54
0.018751621,573
0.5566272,5850
0.7854273,21397
0.0003493815,12
0.0009838953,42
0.012100897,120
0.73503494,5247
0.11446612,429
0.7244774,4727
0.4404174,2430
0.023942018,176
0.045074087,369
0.3169127,3936
0.9754123,39520
0.3501109,4250
0.10287638,734
0.005344555,612
0.46281242,9830
0.041045412,713
0.16560477,4819
0.042899996,1430
0.025482217,632
0.08766501,2018
0.48946443,14958
0.22413003,3279
0.11049532,7532
0.41980678,18297
0.20668012,1572
0.20704594,1420
0.026285268,156
0.041121606,224
0.6756067,13311
0.0010114774,21
0.94662195,41765
0.095239416,1406
0.01089844,227
0.021591796,422
0.14869587,2983
0.14323042,2115
0.17703204,3632
0.75832003,5680
0.9964899,49729
0.00013014156,4
0.008106289,37
0.11967436,1156
0.9300623,35070
0.09367135,247
0.20886923,1305
0.7919787,22568
0.38538677,4076
0.957,34565
0.9802321,33450
0.43071923,3344
0.8356671,13430
0.0057422915,60
0.110824,1430
0.94965154,21694
0.5686816,9325
0.16242893,3402
0.5484871,14178
0.6769396,9258
0.1253007,879
0.041640934,360
0.01871827,228
0.0019057724,24
0.098574825,2349
0.037501134,1725
0.2731279,14080
0.56522393,13734
0.48967198,5401
0.9620068,46631
0.0076134405,248
0.022218132,540
0.73762244,26895
0.2573916,6921
0.62330973,6570
0.14622147,1619
0.784106,18886
0.33547533,10080
0.13411507,1961
0.9516046,23852
0.48245722,1032
0.90242434,6564
0.039626345,464
0.028020155,219
0.010187743,310
0.0030480714,32
0.08065572,2090
0.039921556,372
0.12006815,2436
0.7707887,19094
0.04009923,1240
0.17830142,1925
0.6363083,16095
0.42549762,15759
0.6463652,962
0.49434623,20049
0.004131526,144
0.86924744,34737
0.58858097,1189
0.05053154,1209
0.7852379,14781
0.983443,36126
0.2709506,3406
0.005917219,18
0.4258433,7306
0.018120227,302
0.98690885,39592
0.011930945,105
0.25447792,756
0.87069046,31948
0.41782048,21631
0.99104667,49729
0.3585297,6375
0.97688025,31559
0.8617802,8464
0.13002554,414
0.43939695,7276
0.48309505,13965
0.20531766,1280
0.9213514,27674
0.9303952,19926
0.3333457,1494
0.18109047,2689
0.7819412,19939
0.8745326,23861
0.017377233,441
0.047059014,426
0.03138324,209
0.6734549,24732
0.76987195,17869
0.019920545,599
0.044472672,845
0.675772,12798
0.11351486,3586
0.025702104,624
0.35026544,5134
0.0678473,1348
0.053431597,811
0.0052638263,176
0.9355495,34457
0.00013956806,14
0.0001869056,20
0.0009117769,630
0.80442804,35174
0.29761413,2543
0.74554664,13363
0.9609873,41506
0.4307883,15089
0.12586372,1472
0.15755023,516
0.042439356,943
0.008963171,144
0.7231329,3937
0.8518622,4182
0.73033094,17025
0.19353038,1806
0.18510723,294
0.520615,5719
0.031246655,652
0.010961245,299
0.030891787,606
0.03291355,397
0.48868924,7830
0.013627262,672
0.0054765325,162
0.27184254,4560
0.04831418,1288
0.1952069,8760
0.70851505,9756
0.09504417,1671
0.00085029885,12
0.03350792,551
0.00026177894,2
0.8779068,7280
0.07412454,1584
0.9743989,39000
0.7247453,10506
0.9855146,45288
0.7392769,13261
0.42344764,1220
0.31119695,6368
0.5180852,4700
0.9794631,43800
0.017986227,96
0.05213721,454
0.057451274,1716
0.8999117,6650
0.23969449,3296
0.73614615,12750
0.7559595,23598
0.71872824,35371
0.50803316,8052
0.5988919,6904
0.17154022,1305
0.84345347,24476
0.23132177,3850
0.06623146,672
0.28667507,12054
0.022798624,300
0.18801424,8588
0.98795456,49060
0.14317375,8653
0.16154435,2129
0.376124,8418
0.64344776,22321
0.84920776,32660
0.699697,13793
0.77349573,5251
0.89813924,32214
0.656755,12810
0.9943132,48168
0.18562347,4187
0.043786615,751
0.1352092,1445
0.62431234,12992
0.054545745,1665
0.8712407,37117
0.011828697,736
0.0060780076,714
0.2548942,4407
0.91484815,17816
0.3845184,4990
0.0023680616,390
0.3489527,6138
0.08653028,1296
0.018692097,107
0.82668144,31062
0.70872,9417
0.0038013856,115
0.74943167,23111
0.70407873,5082
0.010684619,42
0.78078663,13183
0.00078562566,23
0.0034798193,140
0.00921188,165
0.5007073,2634
0.24084188,1620
0.48427287,3381
0.0075930166,139
0.007422003,76
0.2082654,1840
0.010890008,25
0.16710685,608
0.6168363,12813
0.046370268,480
0.84539205,27189
0.065984234,1306
0.029664451,342
0.34021738,1785
0.22658305,1920
0.018147469,72
0.86074245,26224
0.11825043,399
0.83896565,5709
0.78027445,35670
0.28756103,2749
0.31760862,3340
0.52462393,3465
0.9878987,45827
0.81554186,27962
0.26445192,11444
0.02133902,273
0.69217736,21474
0.41344878,13168
0.9441431,29659
0.8627542,6745
0.7737815,16992
0.8615026,15795
0.7041446,20317
0.25293806,4170
0.8927117,25084
0.011224938,360
0.008781297,201
0.86628866,15620
0.008980207,35
0.05645812,459
0.21344112,975
0.4860997,1287
0.033210795,276
0.6245419,13186
0.5034742,12893
0.6441029,5904
0.063722886,891
0.39016342,7080
0.6366935,4400
0.4968219,3266
0.48558155,6170
0.6942829,9090
0.29784477,5315
0.94395494,34668
0.0030208486,56
0.91059667,12847
0.060902156,540
0.011662782,180
0.37265992,3386
0.011841103,162
0.004843891,39
0.054118797,120
0.83621264,4140
0.87063026,4183
0.31695256,2793
0.055751193,812
0.9413328,14679
0.35368967,3192
0.727714,3276
0.06298805,1092
0.6777968,4060
0.3287098,1713
0.9715559,25606
0.003349643,115
0.33498406,4687
0.08677792,2592
0.12918256,2251
0.19419438,1428
0.008264921,71
0.0028348295,56
0.96162766,44000
0.8664092,21222
0.9305635,24000
0.1646921,154
0.92772454,10530
0.085314855,572
0.5582859,6480
0.8616886,20272
0.12700994,140
0.6008977,11330
0.75485194,28990
0.03541656,308
0.24322772,2675
0.75133014,12285
0.42226294,16268
0.9968145,49729
0.01275985,132
0.5550316,14232
0.4043261,3570
0.7869949,38626
0.8965656,23753
0.017670823,320
0.00013212621,2
0.08971034,1341
0.9787441,49060
0.059581563,3822
0.75729793,23961
0.15703724,3118
0.0016585591,36
0.10346539,628
0.6424886,5626
0.99215615,48837
0.023721995,585
0.94107896,25740
0.6332811,2250
0.042730916,561
0.15962009,700
0.9714183,46872
0.12573205,2060
0.8988273,30710
0.030563487,1026
0.5987413,17490
0.074968174,288
0.10829551,384
0.8970481,12480
0.8902529,18900
0.7444454,3294
0.9163545,32587
0.41968352,7425
0.016522994,238
0.19505475,2938
0.7714496,2123
0.037605565,1053
0.14471723,2994
0.2895651,4489
0.4336855,13609
0.98478377,49284
0.76958567,12393
0.0011381427,48
0.03322836,234
0.90237385,30711
0.39516687,1428
0.63793963,21696
0.049839444,440
0.00983397,493
0.0060775294,101
0.011757749,125
0.015956463,155
0.16061947,2660
0.7052036,31072
0.12680413,1521
0.6812944,8760
0.07302498,1136
0.015129381,261
0.8849324,31800
0.049819194,308
0.5617105,1716
0.14272834,2982
0.12989305,1683
0.6756043,30720
0.6302711,8968
0.49066827,7875
0.38393724,7992
0.7350333,20094
0.9923512,49283
0.6307696,4346
0.99522,36960
0.9165526,29172
0.094524935,1492
0.0381229,679
0.13739552,1886
0.88970196,13462
0.017089035,364
0.019286454,512
0.142106,1301
0.010817055,418
0.09786262,3116
0.96126014,29856
0.21551073,1030
0.90821207,22310
0.9334297,30497
0.9557433,28028
0.88828653,8190
0.40873706,1384
0.043665394,182
0.73474646,16478
0.9049644,25864
0.74341184,7380
0.11287968,1287
0.026712237,610
0.21748635,250
0.8694129,26696
0.3294853,646
0.5811755,12267
0.5109316,14980
0.28581238,2067
0.9210285,11424
0.7254927,6720
0.9927993,49283
0.017706525,222
0.9036479,13510
0.92123634,47286
0.058112066,569
0.48121533,3916
0.05368477,756
0.8856984,18300
0.14796418,728
0.022180267,594
0.00981685,416
0.0017698521,340
0.024937293,468
0.3298258,7134
0.09864243,1076
0.96772796,48614
0.4519985,1632
0.34428453,1392
0.99160606,39372
0.5477426,7426
0.95323914,24287
0.9936603,49283
0.27994123,1431
0.66990423,16224
0.8476808,32558
0.18072376,12759
0.6783855,15028
0.83277076,39968
0.76057047,1922
0.055034246,441
0.9591012,28851
0.9814039,21840
0.40466252,684
0.0861636,196
0.8265222,23177
0.025546264,813
0.05967989,1288
0.034268573,299
0.0009927192,52
0.67026174,4793
0.987743,42400
0.5189077,4851
0.037110996,1161
0.23261824,3192
0.5138072,12848
0.41204453,11560
0.15885681,3392
0.0013013749,54
0.6183286,4345
0.78892714,9545
0.97742355,47575
0.004967474,96
0.50443554,5551
0.9592663,41701
0.025564102,161
0.7055546,10200
0.0008202316,35
0.85843116,23714
0.10000552,760
0.9639375,48347
0.9194818,23617
0.00167037,782
0.0063957847,120
0.0069245268,147
0.0036924223,60
0.14033976,3003
0.105427735,1848
0.14687534,1965
0.0033080857,62
0.05744348,1152
0.0106814355,132
0.86963564,24960
0.39038348,8446
0.85791683,23426
0.3621156,2058
0.858909,28268
0.76244646,24800
0.015690299,120
0.03085136,90
0.11205846,954
0.9752243,44268
0.32555634,3192
0.97447217,13710
0.32594275,21408
0.022520974,198
0.037056357,120
0.022416344,435
0.7409518,11626
0.009787443,88
0.067289606,273
0.58656657,4225
0.80191284,10000
0.04120007,924
0.04663322,646
0.007683162,98
0.020884154,286
0.3605942,5274
0.53086525,7844
0.101706535,1312
0.03281675,435
0.041633792,210
0.07315303,180
0.09725315,424
0.8065226,5029
0.30158162,7738
0.8670904,32579
0.40156928,2187
0.20180385,4462
0.4508635,5130
0.021949809,231
0.9798677,41066
0.015683083,264
0.39051837,3516
0.41790038,3151
0.15783395,1835
0.015782477,80
0.5103863,3158
0.31931368,7020
0.05917345,936
0.019955339,575
0.3902615,798
0.14090212,988
0.78282547,3386
0.94813913,48837
0.7503753,10500
0.9054864,13882
0.023633521,384
0.8943547,22644
0.58393306,9567
0.08171729,1344
0.2598965,1686
0.9627857,33453
0.98159975,36630
0.9093495,33909
0.88948876,25894
0.9802534,40363
0.63151395,12325
0.8442476,15054
0.93788683,38679
0.15312521,2430
0.84943146,26825
0.17493904,5670
0.7172022,15960
0.13928264,5376
0.19624946,13005
0.9887674,49283
0.24269293,5263
0.96455216,29113
0.49380288,5728
0.2404988,1542
0.0022345586,205
0.0003867179,18
0.012822647,46
0.8906162,22859
0.21889018,8517
0.70875704,3048
0.05535173,104
0.60779935,4094
0.00051319046,20
0.091162816,792
0.45851833,3536
0.006278579,156
0.9555526,44934
0.82908165,20449
0.99623615,49729
0.9827296,37453
0.38922065,14246
0.8678249,39958
0.6087974,3760
0.45863008,2632
0.0007757679,16
0.038497463,230
0.019386075,72
0.736397,22010
0.7698227,17516
0.35401464,9188
0.7717922,5580
0.08497465,835
0.039374996,119
0.004545849,469
0.72076446,3588
0.89060366,31755
0.05410739,697
0.99106985,35934
0.005382286,60
0.043492254,311
0.90595454,17991
0.024168573,342
0.25415966,2860
0.13899751,760
0.22417097,1255
0.0058158603,114
0.73072124,25415
0.84210145,26578
0.337939,9973
0.98201054,40809
0.86901593,27470
0.07930173,1386
0.044773683,2502
0.0050065513,77
0.34596485,2724
0.00015282762,4
0.009780286,97
0.9382315,19170
0.42112952,11267
0.014550197,272
0.043090194,901
0.0037285646,164
0.028331202,424
0.02631057,450
0.047773026,323
0.2571033,899
0.07297277,3276
0.6502813,12118
0.12369477,1457
0.1488436,651
0.51373816,9975
0.006431945,208
0.648946,1892
0.09350473,551
0.58236724,6037
0.8005521,6890
0.96707237,35720
0.09507104,1148
0.18798147,1231
0.08169772,886
0.07439884,1248
0.016485304,158
0.020968102,48
0.8401659,15465
0.033455927,598
0.0068110116,49
0.05479979,342
0.78506035,13506
0.01767208,63
0.25450185,1728
0.4642831,8870
0.4673111,11781
0.5070935,4324
0.5463936,8177
0.005799134,191
0.7825143,10440
0.011625548,120
0.031294387,230
0.0045783427,221
0.9014648,13260
0.27776712,1224
0.29029578,2454
0.7225128,17080
0.005539037,105
0.015866686,1565
0.9720624,44064
0.050715327,2300
0.011969296,350
0.79758954,9450
0.015546302,945
0.31614217,2144
0.028253209,3000
0.36905214,10362
0.49615127,9048
0.19772209,5221
0.425384,1057
0.110539,126
0.32234004,2486
0.11493963,525
0.11865758,2562
0.9932607,21801
0.602024,5572
0.007745855,160
0.14698708,114
0.8062857,22236
0.1143658,330
0.092399485,1083
0.012584875,234
0.13219786,2592
0.9806629,16304
0.00033099865,22
0.006187328,221
0.7224767,10877
0.3536401,8321
0.77415663,25954
0.9770573,13613
0.128837,4550
0.27716157,1885
0.14187859,1730
0.0026274796,36
0.0037803878,72
0.011499393,204
0.015918612,135
0.08275227,664
0.053910907,382
0.016409101,461
0.045613814,840
0.11541416,3172
0.12753116,3220
0.19704928,4680
0.015343904,315
0.5580444,12088
0.37577492,6958
0.3747366,854
0.52020365,833
0.08364016,300
0.9873157,42147
0.48403972,4056
0.27142888,5986
0.68133223,28060
0.9317239,31862
0.9966931,49729
0.019318433,121
0.01695243,162
0.63342416,5920
0.09636736,2397
0.93891835,34571
0.9315215,14017
0.13279781,2752
0.030289775,779
0.8487381,21937
0.39266306,18450
0.97014767,42728
0.90781856,33227
0.8370125,19663
0.00035166266,15
0.0035009987,18
0.67382276,10208
0.85229445,8532
0.44919565,6457
0.018733747,255
0.08769195,1872
0.020387143,1172
0.9886734,40809
0.118077815,1300
0.90106547,29014
0.94403666,42456
0.2558319,9688
0.031526405,220
0.635803,5457
0.7705614,25512
0.7864321,32945
0.08250247,2286
0.884702,32152
0.042469863,568
0.6735006,7240
0.2142772,1579
0.13209566,2340
0.053160537,546
0.0047635287,66
0.0073922607,65
0.010177632,195
0.4849722,1260
0.415727,4760
0.0017129113,72
0.2758682,1218
0.7563107,23336
0.43589163,19610
0.7863211,19292
0.74262875,8123
